Monkey,NeuronIndex,Stimulus_1,Stimulus_2,Stimulus_3,Stimulus_4,Stimulus_5,Stimulus_6,Stimulus_7,SpikeCount
n,42,9,8,16,10,9,10,11,23
n,42,11,9,15,15,6,8,8,21
n,42,4,-1,-3,-1,0,1,-1,50
n,42,-8,-14,-15,-9,-11,-13,-15,55
n,42,9,9,8,2,4,2,4,18
n,42,-1,5,-1,-1,3,-8,5,64
n,42,-16,-12,-10,-10,-15,-15,-9,60
n,42,14,11,9,10,8,7,9,24
n,42,2,-3,3,-3,4,-5,-2,33
n,42,4,4,0,0,0,-4,-4,64
n,42,1,-0,-3,-3,-2,-7,3,24
n,42,5,4,4,3,6,4,7,27
n,42,-9,-4,-2,0,-1,-2,-3,59
n,42,-4,-4,0,0,0,4,4,23
n,42,-8,-9,-3,-5,-8,-4,-5,41
n,42,-4,-9,-3,-4,-3,-4,1,47
n,42,-8,-10,-11,-10,-12,-15,-14,38
n,42,-1,2,-5,1,-3,-2,0,56
n,42,-4,-4,0,0,0,4,4,56
n,42,-6,-0,-5,-6,-6,-3,-5,37
n,42,-4,-1,-4,-4,-1,-7,-5,66
n,42,-1,5,6,-1,1,3,11,28
n,42,-1,0,4,-1,9,2,4,24
n,42,7,9,5,9,9,12,9,28
n,42,-2,2,6,1,4,2,-4,46
n,42,-4,-5,-4,-7,-7,-2,-1,53
n,42,-9,-7,-3,-0,3,-6,-4,57
n,42,7,9,13,9,13,12,7,22
n,42,1,2,-2,-1,-5,5,-2,53
n,42,4,4,0,0,0,-4,-4,45
n,42,1,-0,-4,1,-3,0,-1,51
n,42,-12,-5,-14,-8,-13,-14,-8,47
n,42,-13,-10,-13,-7,-12,-10,-12,56
n,42,8,8,7,5,10,14,12,22
n,42,-8,-9,-8,-7,-8,-13,-13,47
n,42,3,3,5,-2,-4,1,2,29
n,42,-14,-9,-17,-4,-16,-12,-10,60
n,42,6,10,2,5,5,3,2,22
n,42,-6,-2,-2,1,-4,-5,1,55
n,42,10,7,9,13,14,13,9,24
n,42,-0,4,2,-4,3,-0,2,28
n,42,-3,-6,-11,-4,2,-3,-3,43
n,42,-3,1,6,-7,1,1,-0,48
n,42,3,5,6,-1,3,5,6,15
n,42,-4,0,6,8,5,7,6,16
n,42,3,1,1,5,8,3,1,20
n,42,4,4,0,0,0,-4,-4,63
n,42,-2,-6,-5,-7,-0,-0,2,44
n,42,-2,-6,-4,-3,-9,-4,-7,34
n,42,-5,-10,-2,-8,-5,-1,-4,53
n,42,4,6,10,12,16,16,12,19
n,42,3,-0,-2,3,-2,-5,0,45
n,42,10,12,11,11,15,7,13,15
n,42,-0,-1,-4,-5,-4,-5,-1,40
n,42,1,4,7,4,6,4,4,25
n,42,3,4,1,-1,-1,0,1,59
n,43,-5,-1,-3,2,0,1,1,40
n,43,1,2,-9,-1,0,1,-4,7
n,43,-0,4,-2,2,6,2,5,31
n,43,-16,-8,-10,-1,-5,-9,-5,46
n,43,2,5,3,4,4,-1,1,14
n,43,-8,-7,-7,-4,3,-3,-3,36
n,43,-1,-2,-3,-3,-1,-2,-3,37
n,43,-6,-1,-1,-2,-7,-7,-2,40
n,43,6,10,14,11,7,16,10,18
n,43,0,3,1,-2,3,2,4,32
n,43,1,-6,-7,-4,-6,-3,-3,39
n,43,4,-1,2,0,-2,-4,-2,38
n,43,-4,-4,0,0,0,4,4,10
n,43,11,11,14,13,9,11,15,10
n,43,8,1,7,3,3,-0,0,22
n,43,1,0,4,3,-0,4,4,12
n,43,-1,9,6,4,7,2,-1,39
n,43,-4,-4,0,0,0,4,4,25
n,43,1,6,1,2,0,-2,-3,32
n,43,14,11,14,14,11,7,6,27
n,43,4,1,5,0,4,4,2,18
n,43,9,3,8,3,8,0,3,44
n,43,-1,-4,-1,1,4,-1,1,12
n,43,0,3,6,6,4,-6,2,21
n,43,-12,-7,-12,-5,-9,-9,-10,34
n,43,12,4,11,15,8,5,13,13
n,43,-1,-8,4,4,2,3,-2,6
n,43,-4,-3,2,-4,5,5,2,42
n,43,-13,-11,-11,-7,-7,-8,-14,30
n,43,-3,-1,6,7,5,3,1,15
n,43,-3,1,3,1,-3,-4,-4,34
n,43,-12,-7,-13,-8,-11,-13,-12,35
n,43,4,-2,-4,-5,1,1,-3,30
n,43,1,-1,3,1,0,1,3,33
n,43,-5,-5,-5,1,-4,4,4,16
n,43,2,9,3,8,7,2,1,22
n,43,-4,-3,-5,1,-11,-8,-7,30
n,43,9,10,11,7,3,11,7,14
n,43,-1,-1,-2,-3,0,-6,-3,33
n,43,8,9,7,11,13,14,15,21
n,43,-8,-11,-9,-10,-10,-10,-11,27
n,43,7,4,6,4,8,3,10,24
n,43,5,4,3,3,3,3,1,15
n,43,-5,-5,-3,-2,-2,-5,-1,46
n,43,7,10,7,9,11,10,13,13
n,43,-1,-2,1,1,1,2,-2,25
n,43,4,4,0,0,0,-4,-4,36
n,43,1,1,2,-0,-3,-0,1,25
n,43,4,2,2,-1,3,0,7,12
n,43,-4,-7,-12,-6,-12,-4,-10,34
n,43,7,0,4,3,5,4,2,13
n,43,-0,-0,-2,6,-7,-3,2,12
n,43,-16,-10,-14,-7,-10,-9,-8,30
n,43,-5,-2,-10,-3,-4,-3,-6,34
n,43,3,2,-2,-9,5,-4,2,8
n,43,-2,-5,-8,-4,-3,-8,-4,22
n,43,-4,-4,0,0,0,4,4,13
n,43,5,5,3,4,7,7,14,11
n,43,-1,2,-3,0,-0,-0,1,41
n,43,3,1,1,4,5,7,2,10
n,43,-3,-3,-6,-5,-1,-9,-5,34
n,43,6,6,6,1,6,4,4,14
n,43,-2,-2,4,-5,-1,3,6,35
n,43,5,9,-4,2,-0,5,6,25
n,43,-1,-2,-0,1,3,2,-3,14
n,43,-8,-7,-13,-8,-13,-9,-10,35
n,43,-4,-4,0,0,0,4,4,34
n,43,-4,-4,0,0,0,4,4,11
n,43,13,10,13,10,13,10,10,10
n,43,-2,-5,-4,3,-2,-8,-2,29
n,43,-12,-10,-10,-10,-15,-12,-11,30
n,43,-5,1,-7,-7,-4,-2,-7,36
n,43,-2,-1,-1,4,-1,5,1,29
n,43,-6,-11,-16,-9,-14,-10,-10,33
n,43,-3,-3,-3,-6,1,-2,-9,10
n,43,3,3,-1,4,8,4,5,16
n,43,1,3,6,4,-2,4,1,10
n,43,-5,-4,2,-1,0,1,2,33
n,43,12,9,16,13,7,14,9,13
n,43,-1,0,-0,-5,4,-0,-0,39
n,43,-0,-2,-6,-2,-4,-7,-4,40
n,43,5,6,5,7,6,0,2,16
n,43,4,4,0,0,0,-4,-4,24
n,43,-10,-11,-11,-13,-11,-11,-13,34
n,43,4,4,4,8,4,4,4,14
n,43,-1,1,-5,-11,-6,-2,3,8
n,43,-2,5,4,3,-2,6,2,10
n,43,-4,-4,0,0,0,4,4,12
n,43,-3,-5,-8,-5,-2,-3,0,19
n,43,-4,2,6,-1,-5,-3,3,22
n,43,13,9,11,15,6,9,8,13
n,43,-4,-4,0,0,0,4,4,25
n,43,0,-2,2,0,1,-0,6,30
n,43,-5,-6,0,-7,-7,-6,-3,35
n,43,-3,-4,-5,-5,-7,-7,-7,36
n,43,2,5,2,-1,4,2,3,17
n,43,8,6,1,6,6,8,2,10
n,43,2,2,6,1,1,5,-1,13
n,43,7,3,5,8,8,1,3,15
n,43,1,-0,-2,3,2,-3,-1,23
n,43,4,4,8,3,5,2,3,15
n,43,-6,-2,-2,0,0,-5,-3,25
n,43,4,4,0,0,0,-4,-4,40
n,43,5,16,12,11,16,9,13,14
n,43,3,5,5,6,8,5,9,12
n,43,-6,-1,-1,-11,-1,-6,-7,29
n,43,6,7,3,9,2,3,2,12
n,43,-1,-2,-5,1,6,-0,-3,22
n,43,4,5,2,4,4,3,8,9
n,43,0,-0,-1,5,6,3,6,35
n,43,4,4,0,0,0,-4,-4,47
n,43,5,0,3,7,2,-2,6,23
n,43,8,-1,5,3,6,0,4,21
n,43,1,3,-2,5,1,0,3,28
n,43,0,4,2,-0,9,-5,6,55
n,43,-2,-4,-6,-6,-3,-1,-7,36
n,43,-4,3,3,-5,-2,-2,-1,22
n,43,-2,-3,5,-1,0,-5,-4,35
n,43,9,11,10,17,8,9,6,22
n,43,-0,-1,-5,4,-6,2,1,29
n,43,4,4,0,0,0,-4,-4,16
n,43,-4,-4,0,0,0,4,4,52
n,43,-4,-2,-7,-4,-1,-6,-7,49
n,43,3,3,6,4,7,4,1,14
n,43,-2,-10,-5,-7,-5,-3,-4,41
n,43,4,7,2,6,9,9,-5,39
n,43,3,6,2,4,6,4,3,20
n,43,1,-0,-8,-5,-8,-3,3,38
n,43,3,-3,1,2,-2,3,1,49
n,43,-4,-4,0,0,0,4,4,47
n,43,7,1,2,6,6,-1,7,16
n,43,3,2,2,0,7,1,2,42
n,43,5,-0,1,-0,2,1,-5,14
n,43,11,9,8,12,10,13,10,15
n,43,4,4,0,0,0,-4,-4,42
n,43,-7,-8,-5,-7,-3,-6,-3,38
n,43,-9,-12,-9,-8,-10,-11,-10,35
n,43,0,-3,-1,6,4,0,-2,41
n,43,-11,-12,-15,-10,-11,-9,-13,40
n,43,-12,-11,-12,-13,-9,-11,-12,33
n,43,-8,-8,-9,-9,-14,-17,-16,36
n,43,0,-0,1,-2,4,-0,-1,25
n,43,-11,-1,-2,1,-2,-1,1,45
n,43,4,6,2,4,1,6,4,18
n,43,4,4,0,0,0,-4,-4,17
n,43,9,13,11,11,15,7,15,18
n,43,-8,-1,-5,-7,-5,-1,-4,37
n,43,-4,-4,0,0,0,4,4,45
n,43,0,-2,-2,-5,-2,-6,-1,39
n,43,12,8,13,14,11,9,5,16
n,43,-5,-0,-10,-3,-5,-5,-7,49
n,43,2,2,3,8,5,2,2,13
n,43,-4,-4,-0,-6,-3,-7,-4,46
n,43,-7,-5,-5,-2,-6,-3,-0,46
n,43,4,5,7,2,6,0,2,12
n,43,6,4,7,5,3,-1,4,16
n,43,-6,-7,-9,2,-4,-7,-1,40
n,43,0,4,-1,2,-0,-2,-0,16
n,43,-4,-4,0,0,0,4,4,37
n,43,2,5,-1,3,5,3,1,13
n,43,-5,4,7,1,6,4,3,22
n,43,4,4,0,0,0,-4,-4,39
n,43,2,-1,2,0,-3,-1,-1,42
n,43,9,1,4,2,9,3,1,49
n,43,-4,-4,0,0,0,4,4,21
n,43,4,1,1,1,-3,6,-2,14
n,43,-6,1,-5,-3,-8,-4,-4,45
n,43,-6,-7,-9,-12,-8,-14,-11,53
n,43,3,1,-6,6,3,2,2,27
n,43,-11,-8,-3,-12,-11,-11,-17,39
n,43,-3,-3,-7,-4,-5,2,-4,50
n,43,-1,-5,-7,-11,-4,2,0,48
n,43,-4,-4,0,0,0,4,4,37
n,43,-0,0,1,-2,0,-5,-0,7
n,43,13,5,13,6,12,13,9,10
n,43,-4,-4,0,0,0,4,4,40
n,43,-8,-3,-8,-13,-13,-10,-8,43
n,43,-6,-8,0,-7,-8,-0,-4,36
n,43,-10,-6,-6,-11,-7,-11,-12,47
n,43,14,11,10,10,14,10,7,18
n,43,-4,1,-2,-1,-8,-8,-2,51
n,43,-4,-4,0,0,0,4,4,25
n,43,4,4,0,0,0,-4,-4,13
n,43,-2,-0,-4,-1,-5,1,-2,42
n,43,-10,-5,-3,-4,-4,-2,-8,20
n,43,1,0,2,0,-3,-0,6,24
n,43,-2,-0,2,2,-1,7,2,40
n,43,-4,-4,0,0,0,4,4,40
n,43,4,4,0,0,0,-4,-4,20
n,43,-13,-18,-11,-11,-11,-9,-11,35
n,43,2,1,-0,6,6,-0,6,11
n,43,-1,3,1,2,-1,-1,-6,9
n,43,7,0,10,0,3,3,4,17
n,43,-3,1,8,-1,-0,0,-0,14
n,43,-15,-7,-13,-8,-14,-8,-5,43
n,43,-4,-4,0,0,0,4,4,42
n,43,-10,-9,-2,-2,4,-7,-5,39
n,43,-0,-4,-4,-5,-3,-2,-5,36
n,43,5,0,-0,0,3,5,4,18
n,43,-11,-10,-18,-7,-12,-14,-12,45
n,43,2,-0,-5,-3,1,3,-0,38
n,43,-1,7,7,2,4,2,2,15
n,43,-2,-5,-11,-2,-5,-7,-7,44
n,43,-3,-4,-5,-4,-4,-10,-6,49
n,43,4,4,0,0,0,-4,-4,16
n,43,8,1,4,-1,3,4,9,13
n,43,0,-6,3,-2,-4,-7,-1,52
n,43,4,4,0,0,0,-4,-4,42
n,43,4,4,0,0,0,-4,-4,40
n,43,2,-2,-7,-4,-8,-7,-5,37
n,43,4,4,0,0,0,-4,-4,32
n,43,-8,-9,-11,-13,-15,-10,-9,47
n,43,1,1,-1,1,3,-9,3,60
n,43,-11,-9,-11,-7,-11,-9,-10,46
n,43,14,8,11,11,15,12,12,13
n,43,2,-6,3,2,4,2,1,49
n,43,-4,-4,0,0,0,4,4,12
n,43,-2,1,6,4,3,2,-2,15
n,43,-5,-4,-1,-5,-3,-5,-6,37
n,43,-2,1,8,1,-5,-2,5,18
n,43,4,4,0,0,0,-4,-4,40
n,43,2,-0,-6,4,-4,-1,-3,55
n,43,-7,-1,-6,1,-2,-3,1,41
n,43,2,1,-0,4,3,5,1,18
n,43,5,3,4,4,-4,7,5,25
n,43,2,-0,2,-2,-0,4,3,38
n,43,-6,-11,-9,-4,-6,-6,-8,37
n,43,-7,-2,-3,-8,-2,-3,-6,48
n,43,-3,-2,-4,-3,-2,3,2,58
n,43,-10,-0,-3,-7,3,-4,-5,37
n,43,2,3,2,1,2,-1,-3,20
n,43,5,-0,4,4,3,-0,3,17
n,43,6,5,2,2,3,2,5,15
n,43,-6,-7,-15,-12,-15,-7,-10,43
n,43,-8,-7,-5,-14,-5,-11,-10,45
n,43,-5,-3,2,1,-6,-1,-3,42
n,43,-5,-8,-3,-5,-1,-6,-3,38
n,43,13,11,10,11,12,9,10,15
n,43,-10,-9,-9,-5,-15,-8,-9,46
n,43,-4,-4,0,0,0,4,4,33
n,43,4,4,0,0,0,-4,-4,9
n,43,1,-5,-7,7,-0,0,-1,35
n,43,2,6,7,6,5,3,8,15
n,43,4,-1,-3,-0,-3,1,2,42
n,43,1,-8,2,-7,-6,-3,-5,37
n,43,3,1,2,2,1,6,-5,16
n,43,8,8,12,7,12,10,11,13
n,43,-9,-6,-4,-8,-6,-5,-6,44
n,43,4,4,0,0,0,-4,-4,13
n,43,-6,-5,-12,-12,-11,-6,-6,42
n,43,-3,-3,-5,-5,-6,-5,-9,32
n,43,-9,-10,-10,-7,-5,-10,-11,40
n,43,2,5,-1,-0,-2,4,-1,38
n,43,3,8,3,1,6,0,-1,26
n,43,3,-1,0,1,3,0,4,16
n,43,3,1,0,3,-1,2,4,15
n,43,-2,-7,-3,-4,-4,-3,-4,38
n,43,-1,-4,-4,1,1,-4,-1,53
n,43,-16,-8,-11,-13,-8,-5,-13,38
n,43,-1,-1,5,2,6,3,4,26
n,43,-3,-3,-7,-4,-3,-9,-1,53
n,43,1,-2,-0,1,-2,-1,1,45
n,43,-3,-4,-6,-5,-2,-2,-5,43
n,43,-1,0,-4,-3,-2,-1,-1,15
n,43,1,2,5,8,4,-0,3,12
n,43,0,5,5,-4,1,3,-3,15
n,43,6,4,5,3,5,-0,4,44
n,43,2,4,0,4,5,1,2,25
n,43,-1,-6,-2,-2,-7,-3,-2,41
n,43,-6,-10,-7,-1,-3,-2,-5,46
n,43,9,8,16,10,9,10,11,14
n,43,11,9,15,15,6,8,8,17
n,43,4,-1,-3,-1,0,1,-1,31
n,43,-8,-14,-15,-9,-11,-13,-15,38
n,43,9,9,8,2,4,2,4,12
n,43,-1,5,-1,-1,3,-8,5,51
n,43,-16,-12,-10,-10,-15,-15,-9,40
n,43,14,11,9,10,8,7,9,13
n,43,2,-3,3,-3,4,-5,-2,29
n,43,4,4,0,0,0,-4,-4,47
n,43,1,-0,-3,-3,-2,-7,3,11
n,43,5,4,4,3,6,4,7,16
n,43,-9,-4,-2,0,-1,-2,-3,49
n,43,-4,-4,0,0,0,4,4,17
n,43,-8,-9,-3,-5,-8,-4,-5,41
n,43,-4,-9,-3,-4,-3,-4,1,39
n,43,-8,-10,-11,-10,-12,-15,-14,26
n,43,-1,2,-5,1,-3,-2,0,45
n,43,-4,-4,0,0,0,4,4,39
n,43,-6,-0,-5,-6,-6,-3,-5,34
n,43,-4,-1,-4,-4,-1,-7,-5,45
n,43,-1,5,6,-1,1,3,11,17
n,43,-1,0,4,-1,9,2,4,13
n,43,7,9,5,9,9,12,9,17
n,43,-2,2,6,1,4,2,-4,37
n,43,-4,-5,-4,-7,-7,-2,-1,42
n,43,-9,-7,-3,-0,3,-6,-4,45
n,43,7,9,13,9,13,12,7,16
n,43,1,2,-2,-1,-5,5,-2,35
n,43,4,4,0,0,0,-4,-4,35
n,43,1,-0,-4,1,-3,0,-1,37
n,43,-12,-5,-14,-8,-13,-14,-8,42
n,43,-13,-10,-13,-7,-12,-10,-12,49
n,43,8,8,7,5,10,14,12,12
n,43,-8,-9,-8,-7,-8,-13,-13,28
n,43,3,3,5,-2,-4,1,2,15
n,43,-14,-9,-17,-4,-16,-12,-10,41
n,43,6,10,2,5,5,3,2,14
n,43,-6,-2,-2,1,-4,-5,1,49
n,43,10,7,9,13,14,13,9,16
n,43,-0,4,2,-4,3,-0,2,18
n,43,-3,-6,-11,-4,2,-3,-3,38
n,43,-3,1,6,-7,1,1,-0,39
n,43,3,5,6,-1,3,5,6,9
n,43,-4,0,6,8,5,7,6,7
n,43,3,1,1,5,8,3,1,11
n,43,4,4,0,0,0,-4,-4,49
n,43,-2,-6,-5,-7,-0,-0,2,31
n,43,-2,-6,-4,-3,-9,-4,-7,34
n,43,-5,-10,-2,-8,-5,-1,-4,40
n,43,4,6,10,12,16,16,12,11
n,43,3,-0,-2,3,-2,-5,0,32
n,43,10,12,11,11,15,7,13,10
n,43,-0,-1,-4,-5,-4,-5,-1,36
n,43,1,4,7,4,6,4,4,15
n,43,3,4,1,-1,-1,0,1,51
n,44,-5,-1,-3,2,0,1,1,12
n,44,1,2,-9,-1,0,1,-4,19
n,44,-0,4,-2,2,6,2,5,7
n,44,-16,-8,-10,-1,-5,-9,-5,8
n,44,2,5,3,4,4,-1,1,13
n,44,-8,-7,-7,-4,3,-3,-3,7
n,44,-1,-2,-3,-3,-1,-2,-3,2
n,44,-6,-1,-1,-2,-7,-7,-2,5
n,44,6,10,14,11,7,16,10,14
n,44,0,3,1,-2,3,2,4,31
n,44,1,-6,-7,-4,-6,-3,-3,8
n,44,4,-1,2,0,-2,-4,-2,6
n,44,-4,-4,0,0,0,4,4,9
n,44,11,11,14,13,9,11,15,16
n,44,8,1,7,3,3,-0,0,16
n,44,1,0,4,3,-0,4,4,14
n,44,-1,9,6,4,7,2,-1,12
n,44,-4,-4,0,0,0,4,4,11
n,44,1,6,1,2,0,-2,-3,8
n,44,14,11,14,14,11,7,6,10
n,44,4,1,5,0,4,4,2,10
n,44,9,3,8,3,8,0,3,11
n,44,-1,-4,-1,1,4,-1,1,22
n,44,0,3,6,6,4,-6,2,9
n,44,-12,-7,-12,-5,-9,-9,-10,11
n,44,12,4,11,15,8,5,13,12
n,44,-1,-8,4,4,2,3,-2,13
n,44,-4,-3,2,-4,5,5,2,7
n,44,-13,-11,-11,-7,-7,-8,-14,12
n,44,-3,-1,6,7,5,3,1,9
n,44,-3,1,3,1,-3,-4,-4,6
n,44,-12,-7,-13,-8,-11,-13,-12,7
n,44,4,-2,-4,-5,1,1,-3,9
n,44,1,-1,3,1,0,1,3,8
n,44,-5,-5,-5,1,-4,4,4,13
n,44,2,9,3,8,7,2,1,13
n,44,-4,-3,-5,1,-11,-8,-7,3
n,44,9,10,11,7,3,11,7,13
n,44,-1,-1,-2,-3,0,-6,-3,5
n,44,8,9,7,11,13,14,15,12
n,44,-8,-11,-9,-10,-10,-10,-11,10
n,44,7,4,6,4,8,3,10,8
n,44,5,4,3,3,3,3,1,20
n,44,-5,-5,-3,-2,-2,-5,-1,10
n,44,7,10,7,9,11,10,13,7
n,44,-1,-2,1,1,1,2,-2,5
n,44,4,4,0,0,0,-4,-4,5
n,44,1,1,2,-0,-3,-0,1,9
n,44,4,2,2,-1,3,0,7,18
n,44,-4,-7,-12,-6,-12,-4,-10,8
n,44,7,0,4,3,5,4,2,9
n,44,-0,-0,-2,6,-7,-3,2,11
n,44,-16,-10,-14,-7,-10,-9,-8,8
n,44,-5,-2,-10,-3,-4,-3,-6,5
n,44,3,2,-2,-9,5,-4,2,11
n,44,-2,-5,-8,-4,-3,-8,-4,16
n,44,-4,-4,0,0,0,4,4,8
n,44,5,5,3,4,7,7,14,12
n,44,-1,2,-3,0,-0,-0,1,10
n,44,3,1,1,4,5,7,2,12
n,44,-3,-3,-6,-5,-1,-9,-5,14
n,44,6,6,6,1,6,4,4,13
n,44,-2,-2,4,-5,-1,3,6,4
n,44,5,9,-4,2,-0,5,6,14
n,44,-1,-2,-0,1,3,2,-3,13
n,44,-8,-7,-13,-8,-13,-9,-10,5
n,44,-4,-4,0,0,0,4,4,9
n,44,-4,-4,0,0,0,4,4,12
n,44,13,10,13,10,13,10,10,9
n,44,-2,-5,-4,3,-2,-8,-2,9
n,44,-12,-10,-10,-10,-15,-12,-11,9
n,44,-5,1,-7,-7,-4,-2,-7,12
n,44,-2,-1,-1,4,-1,5,1,19
n,44,-6,-11,-16,-9,-14,-10,-10,7
n,44,-3,-3,-3,-6,1,-2,-9,21
n,44,3,3,-1,4,8,4,5,12
n,44,1,3,6,4,-2,4,1,14
n,44,-5,-4,2,-1,0,1,2,6
n,44,12,9,16,13,7,14,9,10
n,44,-1,0,-0,-5,4,-0,-0,12
n,44,-0,-2,-6,-2,-4,-7,-4,7
n,44,5,6,5,7,6,0,2,13
n,44,4,4,0,0,0,-4,-4,6
n,44,-10,-11,-11,-13,-11,-11,-13,10
n,44,4,4,4,8,4,4,4,12
n,44,-1,1,-5,-11,-6,-2,3,21
n,44,-2,5,4,3,-2,6,2,12
n,44,-4,-4,0,0,0,4,4,10
n,44,-3,-5,-8,-5,-2,-3,0,19
n,44,-4,2,6,-1,-5,-3,3,10
n,44,13,9,11,15,6,9,8,13
n,44,-4,-4,0,0,0,4,4,20
n,44,0,-2,2,0,1,-0,6,5
n,44,-5,-6,0,-7,-7,-6,-3,5
n,44,-3,-4,-5,-5,-7,-7,-7,9
n,44,2,5,2,-1,4,2,3,14
n,44,8,6,1,6,6,8,2,16
n,44,2,2,6,1,1,5,-1,11
n,44,7,3,5,8,8,1,3,6
n,44,1,-0,-2,3,2,-3,-1,9
n,44,4,4,8,3,5,2,3,13
n,44,-6,-2,-2,0,0,-5,-3,8
n,44,4,4,0,0,0,-4,-4,10
n,44,5,16,12,11,16,9,13,14
n,44,3,5,5,6,8,5,9,13
n,44,-6,-1,-1,-11,-1,-6,-7,10
n,44,6,7,3,9,2,3,2,19
n,44,-1,-2,-5,1,6,-0,-3,16
n,44,4,5,2,4,4,3,8,13
n,44,0,-0,-1,5,6,3,6,12
n,44,4,4,0,0,0,-4,-4,7
n,44,5,0,3,7,2,-2,6,12
n,44,8,-1,5,3,6,0,4,7
n,44,1,3,-2,5,1,0,3,13
n,44,0,4,2,-0,9,-5,6,1
n,44,-2,-4,-6,-6,-3,-1,-7,5
n,44,-4,3,3,-5,-2,-2,-1,9
n,44,-2,-3,5,-1,0,-5,-4,15
n,44,9,11,10,17,8,9,6,13
n,44,-0,-1,-5,4,-6,2,1,28
n,44,4,4,0,0,0,-4,-4,18
n,44,-4,-4,0,0,0,4,4,9
n,44,-4,-2,-7,-4,-1,-6,-7,8
n,44,3,3,6,4,7,4,1,7
n,44,-2,-10,-5,-7,-5,-3,-4,4
n,44,4,7,2,6,9,9,-5,5
n,44,3,6,2,4,6,4,3,6
n,44,1,-0,-8,-5,-8,-3,3,6
