resp,valid,accu,nFrame,subject,session,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,stimulus_6,stimulus_7,stimulus_8,stimulus_9,stimulus_10,target
1,1,0,8,1,1,0.36392468130084,0.0826239308618265,0.579676795629695,-0.595802472227542,0.420095305533468,-0.0313771365996225,0.120973994980824,0.599749437567396,NaN,NaN,0
0,0,0,9,1,1,0.259667206656541,-0.324188977218915,0.549552775532815,-0.599488692904416,0.48361054429073,-0.27404951626221,0.26399305056801,0.112750378235,-0.488907537093349,NaN,1
0,1,0,5,1,1,0.599407870159414,-0.563497240601995,0.442867315834244,-0.379805086000273,-0.124295749338732,NaN,NaN,NaN,NaN,NaN,1
1,1,1,6,1,1,-0.0562856960247647,0.587065224665058,-0.598241235116358,0.551751355806809,0.424713173915769,-0.134564134087387,NaN,NaN,NaN,NaN,1
1,1,1,7,1,1,-0.546416811196806,0.0851512636465346,-0.472094729660411,0.411307826932547,0.591067175724532,-0.596029128417223,0.0701511282021853,NaN,NaN,NaN,1
0,1,1,7,1,1,-0.556907068735273,-0.549444817533507,-0.586068811431125,-0.599976844246622,-0.499252424314184,-0.133852518559513,-0.593184611254748,NaN,NaN,NaN,0
0,1,1,9,1,1,-0.599935649259148,-0.596082816964574,-0.281639503735622,-0.592124751341788,-0.26211157568809,-0.545527469281117,-0.0884862323845922,-0.127529684967278,-0.379242766362144,NaN,0
0,1,1,5,1,1,-0.508773197765671,0.462918886268253,0.579194633484002,-0.260104857501993,-0.547361348817383,NaN,NaN,NaN,NaN,NaN,0
1,1,1,10,1,1,-0.118965494386332,-0.596227173898169,0.557781501887825,-0.0960034449108894,0.438458910514962,0.592137750750562,0.591159293336135,0.568470027063298,0.569858673651119,0.589721211211967,1
1,1,0,7,1,1,0.17594577757644,-0.595757011070653,0.129708797545789,0.56116695846226,0.580044055320925,0.26792677322419,-0.596738972618055,NaN,NaN,NaN,0
0,1,1,6,1,1,0.0289281895290585,-0.599902814418611,-0.459442887688145,0.416807051643092,-0.347055379475167,-0.34708102753223,NaN,NaN,NaN,NaN,0
1,1,1,8,1,1,-0.564594422994205,0.216231052698091,0.554720161560523,-0.311444536173348,0.470617877545605,-0.419321888330291,0.36596686260662,0.12808289103761,NaN,NaN,1
0,1,0,7,1,1,-0.461273183914932,0.0168802505416271,0.564723724472334,-0.534399299115441,0.521614529579854,-0.3379565341487,-0.371957332171089,NaN,NaN,NaN,1
1,1,0,8,1,1,-0.35367603738433,-0.159396669178836,-0.389065603763939,0.5439326913729,-0.590053634630034,0.402576947232015,0.436711011154083,-0.598572045698313,NaN,NaN,0
1,1,0,5,1,1,-0.511859356922678,0.50394130690949,0.248852024881742,0.0528690456631123,0.394772822927658,NaN,NaN,NaN,NaN,NaN,0
0,1,1,9,1,1,0.354000055419616,-0.521141395090573,0.0475966407266887,0.140336823500011,0.0283239641752858,-0.360900121561105,-0.124908418306036,-0.492936505844831,0.496161782269316,NaN,0
0,1,0,7,1,1,-0.144146349902666,-0.00655415305819418,-0.59604523986275,-0.317906892729846,-0.599993134506275,-0.196083274747202,0.134706493819835,NaN,NaN,NaN,1
1,1,0,7,1,1,0.405008297101029,-0.586667631773438,0.213307421131289,0.370631979466643,0.439175012818969,-0.408061139748687,-0.0103652670100447,NaN,NaN,NaN,0
0,1,0,5,1,1,0.358073476378397,0.0226716713152949,-0.475491415437861,-0.497261220419343,-0.556064058311602,NaN,NaN,NaN,NaN,NaN,1
1,1,1,10,1,1,0.0681188417348535,0.19264675369971,-0.427512099158111,-0.328994625985262,0.426591062667779,0.568247984800484,0.0865622164233835,0.0745455228662353,0.292798010486772,-0.0139020738051555,1
1,1,1,10,1,1,-0.143195802995028,-0.477755688370125,0.599884891985798,-0.476885580525001,0.548281181763466,0.382289209275764,0.0878510364413137,-0.586179466625281,0.59480236002148,0.597790604697695,1
0,1,0,6,1,1,-0.524165710908982,-0.563646585655395,-0.268773526981684,-0.135754034832427,-0.503945774130652,0.100419064323914,NaN,NaN,NaN,NaN,1
1,1,0,5,1,1,0.222636696975511,0.488161820136424,-0.597013830750002,-0.214003685888092,0.412327249600236,NaN,NaN,NaN,NaN,NaN,0
0,1,1,6,1,1,0.43611552883665,0.00186123852293891,-0.510225650500805,-0.0928809843611478,-0.0129324049380933,-0.113332213590035,NaN,NaN,NaN,NaN,0
0,1,0,6,1,1,-0.0832926162941283,-0.188182959572931,0.572643022676968,-0.0948562273929447,-0.12723460389633,-0.515906917625362,NaN,NaN,NaN,NaN,1
1,1,0,8,1,1,0.0548354707666122,-0.0242457067076308,0.57692878256582,0.440314689726879,0.510756200861653,-0.296521397308016,-0.539167043541706,-0.550902460565104,NaN,NaN,0
1,1,1,6,1,1,0.395743643501108,0.291556640031774,0.521051324799317,0.137485671862833,0.59930902444685,0.597777631755276,NaN,NaN,NaN,NaN,1
1,1,0,8,1,1,-0.519740895814243,0.139568025199339,0.261950799938728,-0.594607917123203,0.137447220722985,0.540896965940719,-0.205166908868349,-0.00777618126343629,NaN,NaN,0
1,1,0,7,1,1,-0.489158919208946,0.301633916890841,0.240089042089673,-0.375566885571109,-0.219120261973482,-0.286786950864661,0.544623246132463,NaN,NaN,NaN,0
0,1,1,5,1,1,-0.263277181441713,0.312866313021488,-0.0361634111545759,0.0721145247256266,-0.592617196219384,NaN,NaN,NaN,NaN,NaN,0
1,1,1,8,1,1,-0.596702832758749,-0.312899820706758,-0.355896350738952,0.590589422598288,0.505254513800357,0.588247476450724,-0.193639576365295,-0.575133868953619,NaN,NaN,1
0,1,1,8,1,1,0.505355609591692,0.53805984217783,-0.595487053912624,0.245920013158787,-0.284300227846865,-0.421299299153692,-0.592220305979025,-0.265527325442592,NaN,NaN,0
0,1,0,6,1,1,0.515846719870543,0.599939780732014,-0.504989595089794,-0.157142850264911,0.0435247224796996,-0.469918823366546,NaN,NaN,NaN,NaN,1
1,1,1,8,1,1,0.376952405785402,0.449351803864225,0.151253671950359,0.561952406349823,0.597830845892068,-0.0972515293650543,-0.599854903365892,-0.0533015383428649,NaN,NaN,1
1,1,0,5,1,1,-0.250472373172738,0.421046449577359,0.0870240874202299,0.575964564245828,0.588130744532247,NaN,NaN,NaN,NaN,NaN,0
0,1,1,9,1,1,-0.465864730156632,-0.589016905363246,-0.321323027275915,0.598425641564754,-0.316805726144674,-0.581161508717213,-0.587655821654695,-0.3687895191682,0.453930070458408,NaN,0
0,1,0,10,1,1,0.129387126426325,0.493208295002934,0.456220667546928,-0.599638303425249,0.189237493756721,0.157628119436558,0.599984008093021,0.0150024149901859,0.0258607132517229,-0.186636484916131,1
0,1,1,6,1,1,-0.273900369533188,-0.117192449461868,-0.588467244112094,-0.59488020682669,-0.36877057607148,-0.530602270950306,NaN,NaN,NaN,NaN,0
0,1,1,6,1,1,0.587245094364051,0.111648854826651,-0.479018222419303,-0.517457649335552,0.0115754676297144,0.151948216609632,NaN,NaN,NaN,NaN,0
0,1,0,8,1,1,-0.555301890985284,0.585691228455528,0.319653009105318,-0.16827333280991,0.395279111222384,-0.329184381365643,-0.137150887668881,-0.514035508078521,NaN,NaN,1
0,1,1,9,1,1,-0.548720614208096,-0.525886321366178,-0.187087563190357,0.14262605676507,-0.561148730901231,-0.529928241324034,0.599598992213756,-0.211624335917822,-0.575145121515662,NaN,0
0,1,0,7,1,1,0.495360844813122,-0.210702407912157,-0.58964872105043,-0.591390082867963,0.592712929987228,0.598802347092024,0.577790911088056,NaN,NaN,NaN,1
1,1,0,7,1,1,-0.583734890144876,-0.596738733987461,0.50959585209785,0.299247718631457,0.0966026083324818,0.499287236744886,0.589815722929498,NaN,NaN,NaN,0
0,0,0,9,1,1,0.282767991436052,0.599999555766418,-0.439940551027673,-0.0563301293632164,-0.535316174677669,0.31825882951485,-0.459728646823934,0.591632246236765,-0.0675369162277106,NaN,1
0,1,1,8,1,1,0.363812684009175,-0.558025926531827,-0.597046683531843,-0.499545407396242,0.488038788067461,0.425448107912058,-0.48850444700005,0.560300374788086,NaN,NaN,0
0,1,0,9,1,1,0.372268088045608,-0.183829223183113,-0.195717441086175,-0.584492564344575,-0.188998691564453,0.291842224097992,0.483172174106538,0.0381271624127446,-0.560786481685125,NaN,1
1,1,1,9,1,1,-0.528593221295866,0.599771807591619,-0.0278567892552831,-0.156396125757268,-0.160104893665615,0.387729409539477,0.462663936387318,-0.0631009111642288,0.0428204284148223,NaN,1
1,1,1,7,1,1,0.210990648407135,0.58741674815159,0.589922117626511,-0.190577025935148,0.499170135597501,-0.528746970525786,-0.0497038635413064,NaN,NaN,NaN,1
0,1,0,5,1,1,-0.597383622442975,-0.510507832963405,0.252767986092817,0.599089701664875,-0.351483795906986,NaN,NaN,NaN,NaN,NaN,1
0,1,1,9,1,1,0.456059894273421,-0.59378726099947,0.194472257870896,-0.0987292883609301,-0.393570054070708,-0.0991133947520493,0.559376844021577,-0.562994684497157,0.512490077240967,NaN,0
1,1,1,10,1,1,-0.599946552038851,0.1098714862918,-0.276326878254308,0.560478928291295,-0.282132479716639,0.15342349496451,0.501447214578663,0.121328260200456,-0.486787828208624,0.567096964656513,1
0,1,1,10,1,1,-0.242057051356398,-0.599423896520949,0.341591527361429,-0.26502903438862,0.546485927101073,0.233655404994501,-0.571362876140727,0.183610893732598,-0.599922244108251,-0.594715994708512,0
1,1,1,5,1,1,0.584030223385258,0.284446654759662,0.515582111388245,-0.585617119683026,0.173624833834143,NaN,NaN,NaN,NaN,NaN,1
0,1,1,10,1,1,0.585097230753597,-0.484708537093057,-0.451658335866758,0.309189751717388,0.139724529167481,0.0664683282216248,-0.0189872704169407,0.413719622923595,0.377564390210188,-0.366611319590782,0
0,1,0,8,1,1,0.583138697777944,-0.050125713351625,0.407582287832298,-0.2603608028446,0.339833300885289,-0.598313309687167,0.307243787956003,-0.0709274027940724,NaN,NaN,1
0,1,1,10,1,1,-0.335366816787162,-0.469748650930004,0.485810752173006,-0.110426520449183,-0.566577489545219,-0.0302801615180624,-0.579545078898328,-0.391957396182324,-0.192718242607832,-0.144426595085785,0
0,0,0,5,1,1,0.57487840396637,-0.58792454892766,-0.141626562422973,-0.551419987146148,0.122685674602665,NaN,NaN,NaN,NaN,NaN,0
1,1,1,7,1,1,-0.591005111822315,0.489717123531807,0.599932318649633,0.570610691351329,0.548352228344626,0.201046519509635,0.221576265377766,NaN,NaN,NaN,1
1,1,1,7,1,1,0.191172128565629,-0.49131929503453,0.599628271979591,0.431747792192488,0.554593200772172,0.440135477016379,-0.594021988984036,NaN,NaN,NaN,1
0,1,0,9,1,1,-0.337966310388272,0.584863575053722,0.162404666654669,-0.580208988457454,-0.331484321074863,-0.323638036031987,0.49353223396323,-0.55214032458189,0.366479422254585,NaN,1
0,1,0,5,1,1,0.518624579834116,-0.31091004823261,-0.599934657385357,-0.506611113584882,0.296951237247618,NaN,NaN,NaN,NaN,NaN,1
0,1,1,6,1,1,0.484658925686907,-0.290354985789105,-0.145643610995429,-0.525661311653159,0.00899215536542673,0.52833681017165,NaN,NaN,NaN,NaN,0
0,1,1,7,1,1,-0.464709093958889,0.586377377749304,-0.56600114106066,-0.573945771127508,0.489178099666551,-0.397277588673787,0.0882547070625528,NaN,NaN,NaN,0
1,1,0,9,1,1,0.337832114267454,0.597029932301386,-0.518621845258752,0.513044247746552,0.235583641941811,0.599996722454952,-0.417967184217788,0.41292836044884,-0.446487098142036,NaN,0
1,1,0,10,1,1,-0.42242546533379,-0.573532565244031,-0.185451086491885,-0.482872957023214,-0.37819483906099,0.360071408393127,0.461893721305852,0.462141175766638,-0.59584137200842,0.599339506106873,0
1,1,0,10,1,1,-0.259820280712734,-0.407828690975412,0.519230553763791,0.599985873576403,-0.318630913511542,0.0656106161825199,-0.375285450543561,0.517785380481538,0.588751720784209,-0.0592502508269687,0
1,1,1,7,1,1,-0.534609319516013,-0.577571970511681,0.25229134791854,0.312407064132142,0.59070280235064,0.502769026579406,-0.544311358035556,NaN,NaN,NaN,1
0,1,0,9,1,1,0.52267165597225,-0.510904971470711,-0.15865384752012,-0.429721339983709,-0.59373489668989,0.507981772175417,0.599506290977288,-0.000271567420794015,-0.528811649380075,NaN,1
1,1,0,5,1,1,-0.0774528524374947,0.598871709811185,0.15434577383846,0.575860986242973,0.406803843813651,NaN,NaN,NaN,NaN,NaN,0
0,1,1,10,1,1,-0.4798401189378,-0.598771514557477,-0.426042939991568,0.238922788811307,0.443440536943244,0.253058240333559,0.305495194366828,-0.555080790498094,-0.301408434443511,-0.599570509029393,0
0,1,1,9,1,1,-0.593965316505371,0.0713607349282486,-0.581322806692059,0.319203131123348,-0.348963533522882,-0.109627825041222,0.599400842027365,0.48744496118088,0.401152192867095,NaN,0
0,1,1,9,1,1,-0.0135002904478813,-0.131008725353938,-0.515381574333941,0.0106222276488213,0.599612636686212,-0.516116204297707,-0.31485087340415,-0.2683252549476,0.396053182550441,NaN,0
0,1,0,6,1,1,-0.331025026601401,0.263222036465855,0.515389580936959,-0.585569238592004,-0.538552181579338,-0.194982366539996,NaN,NaN,NaN,NaN,1
1,1,1,10,1,1,0.48739027093169,-0.178807556031143,0.543398414360485,0.244505886882084,-0.513163611422377,0.555254058836723,0.581870744590725,0.161239185998974,-0.497430233137728,0.578246862677693,1
1,1,0,7,1,1,0.358273170951498,-0.585507319253129,0.524975676842114,0.566605782506633,-0.574202351615369,0.429892249933321,0.568148620554134,NaN,NaN,NaN,0
1,1,0,5,1,1,0.0720826433619501,0.207456770090808,-0.560008368134606,0.229465089074095,0.506843602644982,NaN,NaN,NaN,NaN,NaN,0
0,0,0,8,1,1,0.45980178242591,-0.579250709450336,0.559523827283906,-0.212609335342138,0.415982653661748,0.166955984189586,0.293162251684443,0.278811813275157,NaN,NaN,1
0,1,1,7,1,1,0.245429611609369,-0.573270688399412,-0.563165451691437,-0.0947093290898077,-0.599923379970867,-0.115397749518409,-0.391014328996845,NaN,NaN,NaN,0
1,1,1,7,1,1,0.379392391699237,-0.599488489049333,0.575190176114887,0.582748390114414,-0.353935667471823,0.59974100317352,-0.210980519960243,NaN,NaN,NaN,1
0,1,1,8,1,1,-0.563225064016161,0.599079662996309,0.0516518767302324,0.584836878527929,-0.551048968161706,-0.130470694834743,0.545827744114621,-0.599913624936475,NaN,NaN,0
0,1,1,6,1,1,0.582851323943895,-0.0438490558741699,-0.0951158209641154,-0.49568846453114,-0.445694589518176,-0.491790934192764,NaN,NaN,NaN,NaN,0
0,1,1,9,1,1,-0.588576913991588,-0.226963541041779,-0.593688952619278,0.285137413119001,-0.500863307150529,0.580118362174498,0.119365832573853,0.364536232594813,-0.558963691888587,NaN,0
1,1,0,6,1,1,0.175737356488788,0.553545836355453,0.598353749056383,-0.119853236049449,-0.316405133290575,0.474687071136633,NaN,NaN,NaN,NaN,0
1,1,1,8,1,1,0.0623000004780926,0.357723475508144,-0.183243165281452,0.493266322717922,0.369828873838212,0.599830731100818,0.210499455384938,0.487306571712646,NaN,NaN,1
1,1,1,9,1,1,0.577358833450279,0.477538866896866,0.535424111898364,0.500576484825544,-0.562291540629655,-0.191167205957684,0.121912846425573,0.514191323285198,0.511422143238477,NaN,1
0,1,1,6,1,1,-0.586106995978993,-0.502391057593403,-0.396616302578069,0.203113606460377,-0.593311420013056,0.519219731411957,NaN,NaN,NaN,NaN,0
1,1,1,10,1,1,0.503219943456357,0.462341460805172,0.310045794168975,0.540512027088683,0.317893865960327,0.488288136243278,0.0595269495666045,-0.112435855392475,-0.178481661114987,0.337468519392014,1
0,1,1,8,1,1,0.129418002922265,-0.0358429254481163,-0.401576651042878,0.172379075591229,-0.406285081434336,-0.134484713264185,-0.218929372427898,-0.489218326253647,NaN,NaN,0
0,1,1,5,1,1,-0.595474054293035,0.0937654487193124,0.391382639794062,-0.536313020713331,-0.254921680179302,NaN,NaN,NaN,NaN,NaN,0
1,1,1,10,1,1,0.295379331303935,-0.593838355525667,0.085825392050728,0.206046148205109,0.491521779305133,0.483109715928936,0.433294661672332,-0.595324663043049,0.486983188009921,-0.592148988142086,1
0,1,1,8,1,1,0.586593755372465,-0.383395583547604,-0.309659188192843,0.13401293549452,-0.141265287141678,-0.239523300744251,0.0362918463559896,-0.597692466586288,NaN,NaN,0
0,1,0,9,1,1,-0.22445362829802,0.401272728084069,0.436988795213142,-0.302852585383767,0.558017780293249,0.583588748577187,0.308608287116265,0.403748877944001,-0.599241207704597,NaN,1
1,1,1,7,1,1,0.585431633324634,0.585104938208103,0.599995609419991,0.587973712073839,-0.286620674642704,0.59675515339652,0.0849736981009746,NaN,NaN,NaN,1
1,1,1,6,1,1,0.598549536617066,-0.181269495206752,0.316736103808709,0.141014157931819,-0.120042915947405,0.237326433508378,NaN,NaN,NaN,NaN,1
0,1,1,5,1,1,-0.359491301357055,0.557907712725351,-0.586403520286912,0.564576796171822,-0.0610611153290876,NaN,NaN,NaN,NaN,NaN,0
1,1,1,9,1,1,-0.176573604537767,0.510572024235435,0.380463698534615,-0.22630488739646,0.278193954824262,0.53105362386769,0.258805295934582,0.566692203702741,0.100157560717838,NaN,1
0,1,1,9,1,1,-0.0616090960375563,-0.57994478255756,0.217478672966478,-0.303027642357507,0.278389890775485,-0.422048127503262,0.0121489837416275,-0.583741154489395,-0.00682775501044913,NaN,0
1,1,1,6,1,1,-0.354360251922777,-0.187788643070763,0.39276481237095,0.507535768208731,0.474641693854505,0.201342145155245,NaN,NaN,NaN,NaN,1
0,1,0,7,1,1,-0.458542005357008,-0.175730837398446,-0.425774123186973,0.567643386997498,0.566541345490895,-0.434984471274661,0.153472264102039,NaN,NaN,NaN,1
1,1,1,10,1,1,0.0767982974031853,0.424398684280359,0.113358444737319,0.14543652729134,0.259786974165572,0.297987369473783,0.0561292606820796,-0.326339161995508,0.577327612999901,-0.00166109158246608,1
0,1,1,10,1,1,0.227073122128747,-0.383895992906283,-0.143335757181543,-0.587531258581303,0.268978896843506,0.0906442696583871,-0.379464521054092,0.597214656475963,-0.400783191531461,-0.278011212049166,0
0,1,0,6,1,1,-0.323196646006813,0.22765336629458,-0.365846036832484,0.598071423488652,-0.456988677074864,-0.148177618437993,NaN,NaN,NaN,NaN,1
0,1,0,5,1,1,-0.59959253562832,0.0647426482350826,-0.168804251609585,-0.233841453462645,0.27043769969757,NaN,NaN,NaN,NaN,NaN,1
1,1,0,8,1,1,-0.13794775982259,-0.522983098927738,0.114844624039678,0.567540319536913,-0.542857843474691,-0.439994162930116,0.569461343081387,0.180287100405035,NaN,NaN,0
0,1,1,6,1,1,-0.261000889484404,-0.47168867443725,-0.0879508669031393,0.572032496288891,-0.34276816877649,0.144474623859252,NaN,NaN,NaN,NaN,0
0,0,0,5,1,1,0.243431766260397,-0.127691584366433,0.215596492821749,-0.517471793459468,-0.523125207371805,NaN,NaN,NaN,NaN,NaN,1
1,1,0,7,1,1,-0.533369963718883,0.2596284374496,-0.0798000448869923,-0.557616616400527,0.0676231414933193,0.16438343992185,0.286415110086789,NaN,NaN,NaN,0
1,1,1,5,1,1,0.456582364003834,-0.553111281574608,0.599033168581709,-0.484711167941885,0.17791896582556,NaN,NaN,NaN,NaN,NaN,1
0,1,1,10,1,1,-0.363914591438851,0.129681900127158,-0.487619110062415,-0.0868900517930449,-0.381159341184734,-0.0662263627516279,0.308785837461855,-0.034708981118647,-0.333580407824574,0.534062229160302,0
1,1,1,8,1,1,0.566373460628973,0.598726992268155,0.15887643337955,0.575989520366173,0.599951047381646,-0.581595518733384,-0.244916301955094,0.15358858085994,NaN,NaN,1
1,1,0,7,1,1,-0.599803022769249,-0.51261061837708,0.215014899469162,0.428272444782609,0.239744795301111,0.222933971781723,0.535270497143979,NaN,NaN,NaN,0
0,1,0,8,1,1,-0.575280641785311,-0.436768296794679,0.265149133870259,-0.369977052161982,-0.369090841209075,-0.434652526505302,0.599668948836627,-0.581706344681611,NaN,NaN,1
1,1,1,5,1,1,-0.501066617895645,0.310194608500016,0.595378272617491,0.583520655068335,0.0991321129332158,NaN,NaN,NaN,NaN,NaN,1
0,1,1,8,1,1,-0.548521210306674,0.316593372808764,0.514726137528981,-0.378047958472831,0.563404308341001,-0.222931382933474,0.478105925017846,-0.181473402978647,NaN,NaN,0
0,1,0,8,1,1,0.405468869483262,-0.173477049724209,0.361633584103038,0.0368970298218626,-0.583939794975758,0.0387103660117881,-0.326120409421601,-0.513044435019589,NaN,NaN,1
0,1,1,10,1,1,0.326127337385454,0.158350305722121,-0.0362125223549093,-0.389272988852348,-0.520051517040512,-0.00998048567348571,0.585184882549775,-0.545200402931264,0.201798598804222,-0.336191675717918,0
1,1,0,10,1,1,0.474100259342665,-0.581946344066623,-0.563898934534142,-0.127749491616842,-0.54859517922183,0.591348785976001,-0.337991738305658,-0.598147535562964,-0.438111755555457,0.437523005140727,0
0,1,0,9,1,1,-0.197314952150425,-0.360705224847568,0.489587536488374,-0.161763678719096,-0.329326953281176,-0.403491050726696,-0.186810474603321,0.548752390518567,-0.0156064837559483,NaN,1
1,1,1,6,1,1,0.528148441320975,0.360373034743572,-0.107620621054906,0.541568894068584,0.081666775121253,0.599116624801845,NaN,NaN,NaN,NaN,1
0,1,0,5,1,1,0.478703978429109,-0.257185200039015,0.58157397519157,0.252971446803626,-0.520240581231634,NaN,NaN,NaN,NaN,NaN,1
1,1,1,9,1,1,0.430164511984478,0.236793791919176,0.530984788127573,0.212586744927928,0.418409400911624,-0.593003613896276,0.568456760637407,-0.0738679785586955,-0.579940035046317,NaN,1
1,1,0,5,1,1,-0.572926492172199,-0.0122381037889473,-0.593010840348825,0.0494941421413351,0.358476364634036,NaN,NaN,NaN,NaN,NaN,0
0,1,1,6,1,1,-0.590052060702578,-0.0220432137839678,0.598338577156482,0.410723173951133,-0.509223937946335,-0.598301746149388,NaN,NaN,NaN,NaN,0
1,1,1,5,1,1,-0.531221832711054,0.318064518146001,0.528521171253131,0.595945946485957,-0.142687545231697,NaN,NaN,NaN,NaN,NaN,1
